L1,L1 Slug,L2 #,L2,L2 Slug,L3 #,L3,L3 Slug,L4 #,L4 Group,L4 Type,L4 Slug
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,17,Nursing Home Abuse Lawyers,nursing-home-abuse-lawyers,1,Personal Injury,Nursing Home Abuse,personal-injury-nursing-home-abuse
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,18,Elder Abuse Lawyers,elder-abuse-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,19,Product Liability Lawyers,product-liability-lawyers,1,Commercial Insurance,Product Liability,commercial-insurance-product-liability
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,20,Defective Product Lawyers,defective-product-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,21,Pharmaceutical Liability Lawyers,pharmaceutical-liability-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,22,Mass Tort Lawyers,mass-tort-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,23,Class Action Lawyers,class-action-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,24,Toxic Tort Lawyers,toxic-tort-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,25,Asbestos Mesothelioma Lawyers,asbestos-mesothelioma-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,26,Roundup Lawyers,roundup-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,27,Talcum Powder Lawyers,talcum-powder-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,28,Hair Relaxer Lawyers,hair-relaxer-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,29,Camp Lejeune Lawyers,camp-lejeune-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,30,9/11 Victim Compensation Lawyers,911-victim-compensation-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,31,Workers Compensation Lawyers,workers-compensation-lawyers,1,Employment Law,Workers Compensation,employment-law-workers-compensation
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,32,Workplace Injury Lawyers,workplace-injury-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,33,Construction Accident Lawyers,construction-accident-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,34,Industrial Accident Lawyers,industrial-accident-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,35,Maritime Injury Lawyers,maritime-injury-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,36,Jones Act Lawyers,jones-act-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,37,Longshore Act Lawyers,longshore-act-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,38,Aviation Accident Lawyers,aviation-accident-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,39,Train Accident Lawyers,train-accident-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,40,Boat Accident Lawyers,boat-accident-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,41,ATV Accident Lawyers,atv-accident-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,1,Commercial Law,Contract Drafting,commercial-law-contract-drafting
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,2,Commercial Law,Contract Review,commercial-law-contract-review
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,3,Commercial Law,Contract Negotiation,commercial-law-contract-negotiation
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,4,Commercial Law,Terms of Service,commercial-law-terms-of-service
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,5,Commercial Law,Privacy Policies,commercial-law-privacy-policies
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,6,Commercial Law,Franchise Law,commercial-law-franchise-law
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,7,Commercial Law,Distribution Agreements,commercial-law-distribution-agreements
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,8,Employment Law,Employee Contracts,employment-law-employee-contracts
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,9,Employment Law,Workplace Policies,employment-law-workplace-policies
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,10,Employment Law,Discrimination Claims,employment-law-discrimination-claims
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,11,Employment Law,OSHA Compliance,employment-law-osha-compliance
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,12,Employment Law,Employee Handbook,employment-law-employee-handbook
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,13,Employment Law,Severance Agreements,employment-law-severance-agreements
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,14,Media Law,Music Law,media-law-music-law
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,15,Media Law,Film Law,media-law-film-law
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,16,Media Law,Publishing Law,media-law-publishing-law
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,17,Media Law,Talent Contract,media-law-talent-contract
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,18,Media Law,Licensing Agreement,media-law-licensing-agreement
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,19,Media Law,Rights Negotiation,media-law-rights-negotiation
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,20,Media Law,Content Distribution,media-law-content-distribution
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,21,Media Law,Defamation Defense,media-law-defamation-defense
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,22,Media Law,Privacy Law Media,media-law-privacy-law-media
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,23,Domestic Relations,Divorce Attorney,domestic-relations-divorce-attorney
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,24,Domestic Relations,Adoption,domestic-relations-adoption
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,25,Domestic Relations,Paternity,domestic-relations-paternity
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,26,Domestic Relations,Guardianship,domestic-relations-guardianship
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,27,Estate & Probate,Will Drafting,estate-probate-will-drafting
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,28,Estate & Probate,Trust Creation,estate-probate-trust-creation
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,29,Estate & Probate,Power of Attorney,estate-probate-power-of-attorney
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,30,Estate & Probate,Healthcare Directive,estate-probate-healthcare-directive
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,42,Family Law Attorneys,family-law-attorneys,31,Estate & Probate,Beneficiary Disputes,estate-probate-beneficiary-disputes
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,43,Divorce Attorneys,divorce-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,44,Uncontested Divorce Lawyers,uncontested-divorce-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,45,High-Net-Worth Divorce Lawyers,high-net-worth-divorce-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,46,Same-Sex Divorce Lawyers,same-sex-divorce-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,47,Military Divorce Lawyers,military-divorce-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,48,Collaborative Divorce Lawyers,collaborative-divorce-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,49,Divorce Mediators,divorce-mediators,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,50,Child Custody Lawyers,child-custody-lawyers,1,Domestic Relations,Child Custody,domestic-relations-child-custody
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,51,Child Support Lawyers,child-support-lawyers,1,Domestic Relations,Child Support,domestic-relations-child-support
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,52,Visitation Rights Lawyers,visitation-rights-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,53,Grandparents Rights Lawyers,grandparents-rights-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,54,Guardianship Lawyers,guardianship-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,55,Conservatorship Lawyers,conservatorship-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,56,Adoption Attorneys,adoption-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,57,Stepparent Adoption Lawyers,stepparent-adoption-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,58,International Adoption Lawyers,international-adoption-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,59,Surrogacy Attorneys,surrogacy-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,60,Reproductive Rights Lawyers,reproductive-rights-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,61,Paternity Lawyers,paternity-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,62,Prenuptial Agreement Lawyers,prenuptial-agreement-lawyers,1,Domestic Relations,Prenuptial Agreement,domestic-relations-prenuptial-agreement
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,63,Postnuptial Agreement Lawyers,postnuptial-agreement-lawyers,1,Domestic Relations,Postnuptial Agreement,domestic-relations-postnuptial-agreement
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,64,Spousal Support Lawyers,spousal-support-lawyers,1,Domestic Relations,Spousal Support,domestic-relations-spousal-support
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,65,Alimony Lawyers,alimony-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,66,Property Division Lawyers,property-division-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,67,Domestic Violence Attorneys,domestic-violence-attorneys,1,Domestic Relations,Domestic Violence,domestic-relations-domestic-violence
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,68,Restraining Order Lawyers,restraining-order-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,69,Order of Protection Attorneys,order-of-protection-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,70,Estate Planning Attorneys,estate-planning-attorneys,1,Estate & Probate,Estate Planning,estate-probate-estate-planning
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,70,Estate Planning Attorneys,estate-planning-attorneys,2,Estate & Probate,Estate Tax Planning,estate-probate-estate-tax-planning
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,71,Will Attorneys,will-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,72,Living Will Lawyers,living-will-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,73,Trust Attorneys,trust-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,74,Revocable Trust Lawyers,revocable-trust-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,75,Irrevocable Trust Lawyers,irrevocable-trust-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,76,Special Needs Trust Lawyers,special-needs-trust-lawyers,1,Estate & Probate,Special Needs Trust,estate-probate-special-needs-trust
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,77,Charitable Trust Lawyers,charitable-trust-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,78,Asset Protection Attorneys,asset-protection-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,79,Probate Attorneys,probate-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,80,Estate Administration Lawyers,estate-administration-lawyers,1,Estate & Probate,Probate Administration,estate-probate-probate-administration
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,81,Trust Administration Attorneys,trust-administration-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,82,Estate Litigation Lawyers,estate-litigation-lawyers,1,Estate & Probate,Estate Litigation,estate-probate-estate-litigation
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,83,Will Contest Attorneys,will-contest-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,84,Trust Dispute Lawyers,trust-dispute-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,85,Inheritance Dispute Attorneys,inheritance-dispute-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,86,Elder Law Attorneys,elder-law-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,87,Medicaid Planning Attorneys,medicaid-planning-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,88,Long-Term Care Planning Attorneys,long-term-care-planning-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,89,Senior Estate Planning Lawyers,senior-estate-planning-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,90,Veterans Benefits Attorneys,veterans-benefits-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,91,Social Security Disability Lawyers,social-security-disability-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,92,SSI Lawyers,ssi-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,93,Long Term Disability Lawyers,long-term-disability-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,94,ERISA Disability Attorneys,erisa-disability-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,95,Workers Comp Disability Lawyers,workers-comp-disability-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,96,Criminal Defense Attorneys,criminal-defense-attorneys,1,Defense,DUI Defense,defense-dui-defense
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,96,Criminal Defense Attorneys,criminal-defense-attorneys,2,Defense,Drug Charges,defense-drug-charges
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,96,Criminal Defense Attorneys,criminal-defense-attorneys,3,Defense,Assault Defense,defense-assault-defense
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,96,Criminal Defense Attorneys,criminal-defense-attorneys,4,Defense,Theft Defense,defense-theft-defense
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,96,Criminal Defense Attorneys,criminal-defense-attorneys,5,Defense,Juvenile Defense,defense-juvenile-defense
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,96,Criminal Defense Attorneys,criminal-defense-attorneys,6,Defense,Traffic Violations,defense-traffic-violations
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,96,Criminal Defense Attorneys,criminal-defense-attorneys,7,Defense,Expungement,defense-expungement
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,97,Felony Defense Lawyers,felony-defense-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,98,Misdemeanor Defense Lawyers,misdemeanor-defense-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,99,DUI Defense Attorneys,dui-defense-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,100,DWI Defense Lawyers,dwi-defense-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,101,Drunk Driving Lawyers,drunk-driving-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,102,Traffic Ticket Lawyers,traffic-ticket-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,103,Speeding Ticket Lawyers,speeding-ticket-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,104,Reckless Driving Lawyers,reckless-driving-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,105,CDL Defense Lawyers,cdl-defense-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,106,Drug Crime Defense Lawyers,drug-crime-defense-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,107,Drug Trafficking Defense Attorneys,drug-trafficking-defense-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,108,Federal Drug Crime Attorneys,federal-drug-crime-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,109,Theft Defense Lawyers,theft-defense-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,110,Burglary Defense Lawyers,burglary-defense-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,111,Robbery Defense Attorneys,robbery-defense-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,112,Assault Defense Lawyers,assault-defense-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,113,Battery Defense Attorneys,battery-defense-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,114,Domestic Violence Defense Attorneys,domestic-violence-defense-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,115,Sex Crime Defense Lawyers,sex-crime-defense-lawyers,1,Defense,Sex Crime Defense,defense-sex-crime-defense
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,116,Sexual Assault Defense Attorneys,sexual-assault-defense-attorneys,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,117,Child Pornography Defense Lawyers,child-pornography-defense-lawyers,,,,
Professional Services,professional-services,1,Lawyers & Law Firms by Specialty,lawyers-law-firms-by-specialty,118,Internet Crime Defense Attorneys,internet-crime-defense-attorneys,,,,
