L1,L1 Slug,L2 #,L2,L2 Slug,L3 #,L3,L3 Slug,L4 #,L4 Group,L4 Type,L4 Slug
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,53,Beach Volleyball Courts,beach-volleyball-courts,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,54,Sand Volleyball Venues,sand-volleyball-venues,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,55,Indoor Cricket Pitches,indoor-cricket-pitches,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,56,Batting Cages,batting-cages,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,57,Indoor Batting Cages,indoor-batting-cages,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,58,Pitching Tunnels,pitching-tunnels,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,59,Hitting Lessons,hitting-lessons,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,1,Sports Leagues,Adult Soccer League,sports-leagues-adult-soccer-league
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,2,Sports Leagues,Basketball League,sports-leagues-basketball-league
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,3,Sports Leagues,Softball League,sports-leagues-softball-league
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,4,Sports Leagues,Volleyball League,sports-leagues-volleyball-league
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,5,Sports Leagues,Tennis League,sports-leagues-tennis-league
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,6,Sports Leagues,Golf Tournament,sports-leagues-golf-tournament
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,7,Sports Leagues,Running Club,sports-leagues-running-club
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,8,Sports Leagues,Swimming Club,sports-leagues-swimming-club
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,9,Sports Leagues,Cycling Club,sports-leagues-cycling-club
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,10,Sports Leagues,Triathlon Club,sports-leagues-triathlon-club
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,11,Youth Sports,Youth Soccer,youth-sports-youth-soccer
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,12,Youth Sports,Youth Basketball,youth-sports-youth-basketball
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,13,Youth Sports,Youth Baseball,youth-sports-youth-baseball
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,14,Youth Sports,Youth Football,youth-sports-youth-football
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,15,Youth Sports,Youth Swimming,youth-sports-youth-swimming
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,16,Youth Sports,Youth Gymnastics,youth-sports-youth-gymnastics
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,17,Youth Sports,Youth Tennis,youth-sports-youth-tennis
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,18,Youth Sports,Youth Track,youth-sports-youth-track
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,19,Youth Sports,Youth Dance,youth-sports-youth-dance
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,20,Spectator Sports,Baseball Game,spectator-sports-baseball-game
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,21,Spectator Sports,Football Game,spectator-sports-football-game
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,22,Spectator Sports,Basketball Game,spectator-sports-basketball-game
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,23,Spectator Sports,Soccer Match,spectator-sports-soccer-match
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,24,Spectator Sports,Hockey Game,spectator-sports-hockey-game
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,25,Spectator Sports,Tennis Match,spectator-sports-tennis-match
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,26,Spectator Sports,Golf Tournament Spectator,spectator-sports-golf-tournament-spectator
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,27,Spectator Sports,Motor Racing,spectator-sports-motor-racing
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,60,Indoor Sports Complexes,indoor-sports-complexes,28,Spectator Sports,Boxing Match,spectator-sports-boxing-match
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,61,Sports Domes,sports-domes,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,62,Field Houses,field-houses,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,63,Trampoline Parks,trampoline-parks,1,Activities,Trampoline Park,activities-trampoline-park
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,64,Indoor Trampoline Parks,indoor-trampoline-parks,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,65,Bounce Houses,bounce-houses,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,66,Inflatable Parks,inflatable-parks,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,67,Indoor Playgrounds,indoor-playgrounds,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,68,Soft Play Centers,soft-play-centers,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,69,Ninja Warrior Gyms,ninja-warrior-gyms,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,70,Kids Ninja Gyms,kids-ninja-gyms,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,71,Indoor Climbing Gyms,indoor-climbing-gyms,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,72,Outdoor Climbing Crags,outdoor-climbing-crags,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,73,Bouldering Gyms,bouldering-gyms,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,74,Top Rope Climbing Gyms,top-rope-climbing-gyms,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,75,Lead Climbing Gyms,lead-climbing-gyms,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,76,Aerial Silks Studios,aerial-silks-studios,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,77,Pole Fitness Studios,pole-fitness-studios,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,78,Pole Dance Studios,pole-dance-studios,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,79,Skating Rinks,skating-rinks,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,80,Ice Skating Rinks,ice-skating-rinks,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,81,Roller Skating Rinks,roller-skating-rinks,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,82,Inline Skating Rinks,inline-skating-rinks,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,83,Skate Parks,skate-parks,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,84,Indoor Skate Parks,indoor-skate-parks,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,85,BMX Parks,bmx-parks,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,86,Pump Tracks,pump-tracks,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,87,Bike Parks,bike-parks,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,88,Mountain Bike Trails,mountain-bike-trails,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,89,Bike Rentals,bike-rentals,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,90,E-Bike Rentals,e-bike-rentals,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,91,Scooter Rentals,scooter-rentals,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,92,Moped Rentals,moped-rentals,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,93,Kayak Rentals,kayak-rentals,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,94,Canoe Rentals,canoe-rentals,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,95,Stand-Up Paddleboard Rentals,stand-up-paddleboard-rentals,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,96,Jet Ski Rentals,jet-ski-rentals,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,97,Boat Rentals,boat-rentals,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,98,Pontoon Boat Rentals,pontoon-boat-rentals,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,99,Sailing Lessons,sailing-lessons,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,100,Sailing Clubs,sailing-clubs,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,101,Yacht Clubs,yacht-clubs,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,102,Boating Clubs,boating-clubs,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,103,Surfing Lessons,surfing-lessons,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,104,Surf Schools,surf-schools,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,105,Bodyboarding Lessons,bodyboarding-lessons,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,106,Wakeboarding Lessons,wakeboarding-lessons,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,107,Water Skiing Lessons,water-skiing-lessons,1,Activities,Water Park,activities-water-park
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,108,Wakesurfing Lessons,wakesurfing-lessons,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,109,Scuba Diving Shops,scuba-diving-shops,1,Outdoor Recreation,Scuba Diving,outdoor-recreation-scuba-diving
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,110,Scuba Certification Schools,scuba-certification-schools,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,111,Free Diving Schools,free-diving-schools,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,112,Snorkeling Tours,snorkeling-tours,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,113,Skydiving Centers,skydiving-centers,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,114,Indoor Skydiving,indoor-skydiving,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,115,Wind Tunnels,wind-tunnels,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,116,Hang Gliding Schools,hang-gliding-schools,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,117,Paragliding Schools,paragliding-schools,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,118,Hot Air Balloon Rides,hot-air-balloon-rides,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,119,Zip Line Adventures,zip-line-adventures,1,Outdoor Recreation,Zip Line,outdoor-recreation-zip-line
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,120,Aerial Adventure Parks,aerial-adventure-parks,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,121,Ropes Courses,ropes-courses,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,122,Tree Climbing Adventures,tree-climbing-adventures,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,123,Caving Tours,caving-tours,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,124,Spelunking Tours,spelunking-tours,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,125,Off-Roading Tours,off-roading-tours,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,126,ATV Tours,atv-tours,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,127,UTV Tours,utv-tours,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,128,Dune Buggy Tours,dune-buggy-tours,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,129,Snowmobile Tours,snowmobile-tours,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,130,Dog Sledding Tours,dog-sledding-tours,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,131,Horseback Riding Stables,horseback-riding-stables,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,132,Trail Riding Stables,trail-riding-stables,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,133,Riding Lessons,riding-lessons,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,134,Equestrian Centers,equestrian-centers,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,135,Pony Rides,pony-rides,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,136,Petting Zoos,petting-zoos,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,137,Wildlife Sanctuaries,wildlife-sanctuaries,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,138,Animal Encounters,animal-encounters,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,139,Llama Walks,llama-walks,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,140,Goat Yoga Venues,goat-yoga-venues,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,141,Recreation Centers,recreation-centers,1,Activities,Zoo,activities-zoo
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,141,Recreation Centers,recreation-centers,2,Activities,Aquarium,activities-aquarium
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,141,Recreation Centers,recreation-centers,3,Activities,Museum,activities-museum
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,141,Recreation Centers,recreation-centers,4,Activities,Art Gallery,activities-art-gallery
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,141,Recreation Centers,recreation-centers,5,Activities,Movie Theater,activities-movie-theater
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,141,Recreation Centers,recreation-centers,6,Outdoor Recreation,Hiking Tours,outdoor-recreation-hiking-tours
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,141,Recreation Centers,recreation-centers,7,Outdoor Recreation,Kayak Rental,outdoor-recreation-kayak-rental
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,141,Recreation Centers,recreation-centers,8,Outdoor Recreation,Ski Resort,outdoor-recreation-ski-resort
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,141,Recreation Centers,recreation-centers,9,Outdoor Recreation,Golf Course,outdoor-recreation-golf-course
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,141,Recreation Centers,recreation-centers,10,Outdoor Recreation,Horse Ranch,outdoor-recreation-horse-ranch
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,142,Community Recreation Centers,community-recreation-centers,1,Public Recreation,Community Pool,public-recreation-community-pool
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,142,Community Recreation Centers,community-recreation-centers,2,Public Recreation,Community Garden,public-recreation-community-garden
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,143,Public Pools,public-pools,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,144,Outdoor Swimming Pools,outdoor-swimming-pools,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,145,Indoor Lap Pools,indoor-lap-pools,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,146,Splash Pads,splash-pads,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,147,Water Parks,water-parks,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,148,Indoor Water Parks,indoor-water-parks,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,149,Wave Pools,wave-pools,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,150,Lazy Rivers,lazy-rivers,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,151,Lakefront Beaches,lakefront-beaches,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,152,Public Beaches,public-beaches,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,153,Lifeguard-Staffed Beaches,lifeguard-staffed-beaches,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,154,Hiking Trails,hiking-trails,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,155,Nature Preserves,nature-preserves,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,156,State Parks,state-parks,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,157,National Park Entrances,national-park-entrances,1,Activities,Amusement Park,activities-amusement-park
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,158,Botanical Gardens,botanical-gardens,1,Activities,Botanical Garden,activities-botanical-garden
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,159,Arboretums,arboretums,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,160,Sculpture Gardens,sculpture-gardens,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,161,Camping Grounds,camping-grounds,,,,
Local Businesses,local-business,1,Active Life & Recreation,active-life-recreation,162,Tent Campgrounds,tent-campgrounds,,,,
