L1,L1 Slug,L2 #,L2,L2 Slug,L3 #,L3,L3 Slug,L4 #,L4 Group,L4 Type,L4 Slug
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,40,Lending Tech Startups,lending-tech-startups,6,Lending & Insurance,Underwriting AI,lending-insurance-underwriting-ai
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,40,Lending Tech Startups,lending-tech-startups,7,Lending & Insurance,Fraud Prevention,lending-insurance-fraud-prevention
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,40,Lending Tech Startups,lending-tech-startups,8,Lending & Insurance,Credit Scoring,lending-insurance-credit-scoring
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,41,SMB Lending Startups,smb-lending-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,42,Consumer Lending Startups,consumer-lending-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,43,Mortgage Tech Startups,mortgage-tech-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,44,Auto Loan Tech Startups,auto-loan-tech-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,45,Student Loan Tech Startups,student-loan-tech-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,46,Credit Building Startups,credit-building-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,47,Credit Score Startups,credit-score-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,48,Credit Card Startups,credit-card-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,49,Corporate Card Startups,corporate-card-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,50,Spend Management Startups,spend-management-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,51,Treasury Tech Startups,treasury-tech-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,52,Cash Flow Forecasting Startups,cash-flow-forecasting-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,53,Fraud Detection Startups,fraud-detection-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,54,KYC Tech Startups,kyc-tech-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,55,AML Tech Startups,aml-tech-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,56,Identity Verification Startups,identity-verification-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,57,Insurance Tech Startups,insurance-tech-startups,1,Lending & Insurance,Micro-Insurance,lending-insurance-micro-insurance
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,58,Auto Insurance Tech,auto-insurance-tech,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,59,Home Insurance Tech,home-insurance-tech,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,60,Pet Insurance Tech,pet-insurance-tech,1,Pet Industry Tech,Pet Health Tech,pet-industry-tech-pet-health-tech
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,60,Pet Insurance Tech,pet-insurance-tech,2,Pet Industry Tech,Pet Food Tech,pet-industry-tech-pet-food-tech
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,60,Pet Insurance Tech,pet-insurance-tech,3,Pet Industry Tech,Pet Wearables,pet-industry-tech-pet-wearables
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,60,Pet Insurance Tech,pet-insurance-tech,4,Pet Industry Tech,Pet Insurance Tech,pet-industry-tech-pet-insurance-tech
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,60,Pet Insurance Tech,pet-insurance-tech,5,Pet Industry Tech,Pet Training Tech,pet-industry-tech-pet-training-tech
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,60,Pet Insurance Tech,pet-insurance-tech,6,Pet Industry Tech,Pet Social Network,pet-industry-tech-pet-social-network
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,60,Pet Insurance Tech,pet-insurance-tech,7,Pet Industry Tech,Pet Marketplace,pet-industry-tech-pet-marketplace
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,60,Pet Insurance Tech,pet-insurance-tech,8,Pet Industry Tech,Pet Care Platform,pet-industry-tech-pet-care-platform
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,60,Pet Insurance Tech,pet-insurance-tech,9,Pet Industry Tech,Pet Travel,pet-industry-tech-pet-travel
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,60,Pet Insurance Tech,pet-insurance-tech,10,Pet Industry Tech,Pet DNA Testing,pet-industry-tech-pet-dna-testing
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,61,Health Insurance Tech,health-insurance-tech,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,62,Life Insurance Tech,life-insurance-tech,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,63,Travel Insurance Tech,travel-insurance-tech,1,Travel Innovation,Travel Planning AI,travel-innovation-travel-planning-ai
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,63,Travel Insurance Tech,travel-insurance-tech,2,Travel Innovation,Airline Tech,travel-innovation-airline-tech
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,63,Travel Insurance Tech,travel-insurance-tech,3,Travel Innovation,Experience Marketplace,travel-innovation-experience-marketplace
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,63,Travel Insurance Tech,travel-insurance-tech,4,Travel Innovation,Travel Insurance Tech,travel-innovation-travel-insurance-tech
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,63,Travel Insurance Tech,travel-insurance-tech,5,Travel Innovation,Travel Fintech,travel-innovation-travel-fintech
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,63,Travel Insurance Tech,travel-insurance-tech,6,Travel Innovation,Corporate Travel,travel-innovation-corporate-travel
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,63,Travel Insurance Tech,travel-insurance-tech,7,Travel Innovation,Sustainable Travel,travel-innovation-sustainable-travel
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,64,Cyber Insurance Tech,cyber-insurance-tech,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,65,Parametric Insurance Startups,parametric-insurance-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,66,Reinsurance Tech Startups,reinsurance-tech-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,67,Embedded Insurance Startups,embedded-insurance-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,68,Real Estate Investment Startups,real-estate-investment-startups,1,Investment & Wealth,Estate Planning,investment-wealth-estate-planning
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,69,REIT Tech Startups,reit-tech-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,70,Fractional Real Estate Startups,fractional-real-estate-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,71,Alternative Investment Platforms,alternative-investment-platforms,1,Investment & Wealth,Alternative Investments,investment-wealth-alternative-investments
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,72,Art Investment Startups,art-investment-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,73,Wine Investment Startups,wine-investment-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,74,Sneaker Investment Startups,sneaker-investment-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,75,Sports Card Investment Startups,sports-card-investment-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,76,Music Royalty Investment Startups,music-royalty-investment-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,77,Private Market Tech Startups,private-market-tech-startups,1,Event Innovation,Event Marketing Tech,event-innovation-event-marketing-tech
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,77,Private Market Tech Startups,private-market-tech-startups,2,Marketing Technology,Attribution Tech,marketing-technology-attribution-tech
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,77,Private Market Tech Startups,private-market-tech-startups,3,Marketing Technology,Marketing Analytics,marketing-technology-marketing-analytics
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,77,Private Market Tech Startups,private-market-tech-startups,4,Marketing Technology,Marketing Ops,marketing-technology-marketing-ops
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,78,Secondary Market Startups,secondary-market-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,79,Crowdfunding Investment Startups,crowdfunding-investment-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,80,Equity Crowdfunding Platforms,equity-crowdfunding-platforms,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,81,Revenue-Based Financing Startups,revenue-based-financing-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,82,Venture Debt Startups,venture-debt-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,83,Factoring & Invoice Finance Startups,factoring-invoice-finance-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,84,Trade Finance Startups,trade-finance-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,85,ESG Finance Startups,esg-finance-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,86,Carbon Credit Trading Startups,carbon-credit-trading-startups,,,,
Startups & Innovation,startups-innovation,1,FinTech & Financial Services Startups,fintech-financial-services-startups,87,Climate Finance Startups,climate-finance-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,1,Telemedicine Startups,telemedicine-startups,1,Patient Care,Telemedicine,patient-care-telemedicine
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,1,Telemedicine Startups,telemedicine-startups,2,Patient Care,Remote Monitoring,patient-care-remote-monitoring
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,1,Telemedicine Startups,telemedicine-startups,3,Patient Care,Digital Therapeutics,patient-care-digital-therapeutics
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,1,Telemedicine Startups,telemedicine-startups,4,Patient Care,Mental Health Apps,patient-care-mental-health-apps
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,1,Telemedicine Startups,telemedicine-startups,7,Patient Care,Pediatric Health,patient-care-pediatric-health
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,1,Telemedicine Startups,telemedicine-startups,8,Patient Care,Elder Care Tech,patient-care-elder-care-tech
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,1,Telemedicine Startups,telemedicine-startups,9,Patient Care,Chronic Disease Management,patient-care-chronic-disease-management
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,1,Telemedicine Startups,telemedicine-startups,10,Patient Care,Rehabilitation Tech,patient-care-rehabilitation-tech
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,1,Telemedicine Startups,telemedicine-startups,11,Healthcare Infrastructure,EHR Innovation,healthcare-infrastructure-ehr-innovation
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,1,Telemedicine Startups,telemedicine-startups,12,Healthcare Infrastructure,Clinical Trial Tech,healthcare-infrastructure-clinical-trial-tech
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,1,Telemedicine Startups,telemedicine-startups,13,Healthcare Infrastructure,Drug Discovery,healthcare-infrastructure-drug-discovery
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,1,Telemedicine Startups,telemedicine-startups,14,Healthcare Infrastructure,Genomics,healthcare-infrastructure-genomics
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,1,Telemedicine Startups,telemedicine-startups,15,Healthcare Infrastructure,Lab Automation,healthcare-infrastructure-lab-automation
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,1,Telemedicine Startups,telemedicine-startups,16,Healthcare Infrastructure,Hospital Operations,healthcare-infrastructure-hospital-operations
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,1,Telemedicine Startups,telemedicine-startups,17,Healthcare Infrastructure,Healthcare AI,healthcare-infrastructure-healthcare-ai
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,1,Telemedicine Startups,telemedicine-startups,18,Healthcare Infrastructure,Medical Devices,healthcare-infrastructure-medical-devices
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,1,Telemedicine Startups,telemedicine-startups,19,Healthcare Infrastructure,Wearable Health,healthcare-infrastructure-wearable-health
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,1,Telemedicine Startups,telemedicine-startups,20,Healthcare Infrastructure,Healthcare Data,healthcare-infrastructure-healthcare-data
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,2,Virtual Primary Care Startups,virtual-primary-care-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,3,Direct Primary Care Tech,direct-primary-care-tech,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,4,Asynchronous Care Startups,asynchronous-care-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,5,Concierge Medicine Tech,concierge-medicine-tech,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,6,Home Health Tech Startups,home-health-tech-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,7,Remote Patient Monitoring Startups,remote-patient-monitoring-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,8,Wearable Health Device Startups,wearable-health-device-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,9,Smart Patch Startups,smart-patch-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,10,Continuous Glucose Monitor Startups,continuous-glucose-monitor-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,11,Continuous Blood Pressure Monitor Startups,continuous-blood-pressure-monitor-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,12,Smart Ring Health Startups,smart-ring-health-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,13,Sleep Tracking Device Startups,sleep-tracking-device-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,14,Hearables Startups,hearables-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,15,At-Home Diagnostic Startups,at-home-diagnostic-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,16,At-Home Lab Test Startups,at-home-lab-test-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,17,DNA Test Kit Startups,dna-test-kit-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,18,Microbiome Test Startups,microbiome-test-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,19,Hormone Test Kit Startups,hormone-test-kit-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,20,Food Sensitivity Test Startups,food-sensitivity-test-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,21,Allergy Test Startups,allergy-test-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,22,Fertility Tracking Startups,fertility-tracking-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,23,IVF Tech Startups,ivf-tech-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,24,Fertility Clinic Tech,fertility-clinic-tech,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,25,Egg Freezing Startups,egg-freezing-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,26,Maternal Health Startups,maternal-health-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,27,Postpartum Care Startups,postpartum-care-startups,,,,
Startups & Innovation,startups-innovation,2,HealthTech & MedTech Startups,healthtech-medtech-startups,28,Lactation Tech Startups,lactation-tech-startups,,,,
